"","Year","Area","Street","Street.2","Strange.HTML"
"1761",2011,"","Front Office Stourbridge",NA,""
"1762",2011,"","Front Office Stourbridge Police Station",NA,""
"1763",2011,"","Hagley rd.","Hagley str.",""
"1764",2011,"","Halesowen str. Netherton","Halesowen Str Netherton",""
"1765",2011,"","Halesowen Town Centre",NA,""
"1766",2011,"","Hampden Close Quarry Bank",NA,""
"1767",2011,"","Hereford rd. Netherton","Hereford str. Netherton",""
"1768",2011,"","High str. Stourbridge","High Str Stourbridge",""
"1769",2011,"","High str. Stourbridge","High Str Stourbridge",""
"1770",2011,"","High str. Stourbridge","High Str Stourbridge",""
"1771",2011,"","High str. Stourbridge","High Str Stourbridge",""
"1772",2011,"","High str. Dudley","High Str Dudley",""
"1773",2011,"","High str. Sedgely","High Str Sedgely",""
"1774",2011,"","High str. Stourbridge","High Str Stourbridge",""
"1775",2011,"","High str. Stourbridge","High Str Stourbridge",""
"1776",2011,"","High str. Stourbridge","High Str Stourbridge",""
"1777",2011,"","High str. Stourbridge","High Str Stourbridge",""
"1778",2011,"","High str. Stourbridge","High Str Stourbridge",""
"1779",2011,"","High str.","High Str",""
"1780",2011,"","High str.","High Str",""
"1781",2011,"","High str.","High Str",""
"1782",2011,"","High str. Brierley Hill","High Str Brierley Hill",""
"1783",2011,"","High str. Blackheath","High Str Blackheath",""
"1784",2011,"","High str. Quarry Bank","High Str Quarry Bank",""
"1785",2011,"","High str. Stourbridge","High Str Stourbridge",""
"1786",2011,"","High str. Stourbridge","High Str Stourbridge",""
"1787",2011,"","High str. Stourbridge","High Str Stourbridge",""
"1788",2011,"","High str. Stourbridge","High Str Stourbridge",""
"1789",2011,"","High str. West Bromwich","High Str West Bromwich",""
"1790",2011,"","High str. Amblecote","High Str Amblecote",""
"1791",2011,"","High str. Smethwick","High Str Smethwick",""
"1792",2011,"","High str. Stourbridge","High Str Stourbridge",""
"1793",2011,"","High str. Stourbridge","High Str Stourbridge",""
"1794",2011,"","High str. Stourbridge","High Str Stourbridge",""
"1795",2011,"","High str. Stourbridge","High Str Stourbridge",""
"1796",2011,"","High str. Stourbridge","High Str Stourbridge",""
"1797",2011,"","High str. Stourbridge","High Str Stourbridge",""
"1798",2011,"","High str. Stourbridge","High Str Stourbridge",""
"1799",2011,"","High str. Stourbridge","High Str Stourbridge",""
"1800",2011,"","High str. Halesowen","High Str Halesowen",""
"1801",2011,"","High View str. Dudley","High View Str Dudley",""
"1802",2011,"","Hilly Lane Halesowen","Hilly ln. Halesowen",""
"1803",2011,"","Himley rd. Gornal","Himley str. Gornal",""
"1804",2011,"","Home Address",NA,""
"1805",2011,"","Hope Tavern Netherton",NA,""
"1806",2011,"","Hurst str. Oldbury","Hurst Str Oldbury",""
"1807",2011,"","Jackson str. Lye","Jackson Str Lye",""
"1808",2011,"","Kfc Merry Hill Centre Dudley",NA,""
"1809",2011,"","King str. Dudley","King Str Dudley",""
"1810",2011,"","Kingsley rd. Netherton","Kingsley str. Netherton",""
"1811",2011,"","Larel Lane Halesowen","Larel ln. Halesowen",""
"1812",2011,"","Little Barrel Ph Dudley",NA,""
"1813",2011,"","Lloyds Bar Stourbridge",NA,""
"1814",2011,"","Long Lane Halesowen","Long ln. Halesowen",""
"1815",2011,"","Lower Derry str. Brierley Hill","Lower Derry Str Brierley Hill",""
"1816",2011,"","Lower High str. Stourbridge","Lower High Str Stourbridge",""
"1817",2011,"","Lupin rd.","Lupin str.",""
"1818",2011,"","Lye High str.","Lye High Str",""
"1819",2011,"","Market str. Kingswinford","Market Str Kingswinford",""
"1820",2011,"","Market str. Knigswinford","Market Str Knigswinford",""
"1821",2011,"","Market str. Stourbridge","Market Str Stourbridge",""
"1822",2011,"","Market str. Stourbridge","Market Str Stourbridge",""
"1823",2011,"","Market str. Kingswinford","Market Str Kingswinford",""
"1824",2011,"","Marriot rd.","Marriot str.",""
"1825",2011,"","Marriot rd.","Marriot str.",""
"1826",2011,"","Mary Stevens Park",NA,""
"1827",2011,"","Maybrook House Car Park Halesowen",NA,""
"1828",2011,"","Meadowfields Close Wordsley",NA,""
"1829",2011,"","Merryhill Centre Brierley Hill",NA,""
"1830",2011,"","Mill str. Sedgley","Mill Str Sedgley",""
"1831",2011,"","Mill str. Sedgley","Mill Str Sedgley",""
"1832",2011,"","Moore str.","Moore Str",""
"1833",2011,"","New str. Dudley","New Str Dudley",""
"1834",2011,"","New rd. Stourbridge","New str. Stourbridge",""
"1835",2011,"","New str. Dudley","New Str Dudley",""
"1836",2011,"","Odeon Cinema Merry Hill",NA,""
"1837",2011,"","Odeon Cinema Merry Hill",NA,""
"1838",2011,"","Outside Santander High str. Stourbridge","Outside Santander High Str Stourbridge",""
"1839",2011,"","Park rd. Wrens Nest","Park str. Wrens Nest",""
"1840",2011,"","Playground At Priory Primary School",NA,""
"1841",2011,"","Princess rd. Old Hill","Princess str. Old Hill",""
"1842",2011,"","Priory str. Dudley","Priory Str Dudley",""
"1843",2011,"","Rhh",NA,""
"1844",2011,"","Ring rd. Stourbridge","Ring str. Stourbridge",""
"1845",2011,"","Ring rd. Stourbridge","Ring str. Stourbridge",""
"1846",2011,"","Rookery Park Pensnett",NA,""
"1847",2011,"","Salop str.","Salop Str",""
"1848",2011,"","Salop str.","Salop Str",""
"1849",2011,"","Sedgley Bullring",NA,""
"1850",2011,"","Sedgley Conservative Club",NA,""
"1851",2011,"","Sedgley Conservative Club",NA,""
"1852",2011,"","Short str.","Short Str",""
"1853",2011,"","South rd. Stourbridge","South str. Stourbridge",""
"1854",2011,"","Stourbridge",NA,""
"1855",2011,"","Stourbridge High str.","Stourbridge High Str",""
"1856",2011,"","Stourbridge High str.","Stourbridge High Str",""
"1857",2011,"","Stourbridge High str.","Stourbridge High Str",""
"1858",2011,"","Stourbridge High str.","Stourbridge High Str",""
"1859",2011,"","Stourbridge Junction",NA,""
"1860",2011,"","Stourbridge Ps Front Office",NA,""
"1861",2011,"","Stourbridge str. Holly Hall","Stourbridge Str Holly Hall",""
"1862",2011,"","Stourbridge str. Lye","Stourbridge Str Lye",""
"1863",2011,"","Stourbridge rd. Brierley Hill","Stourbridge str. Brierley Hill",""
"1864",2011,"","Stourbridge rd. Brierley Hill","Stourbridge str. Brierley Hill",""
"1865",2011,"","Stourbridge rd.","Stourbridge str.",""
"1866",2011,"","Tesco Express Amblecote Stourbridge",NA,""
"1867",2011,"","The Swan Public House Kingswinford",NA,""
"1868",2011,"","Tower str. Dudley","Tower Str Dudley",""
"1869",2011,"","Victoria str. Stoubridge","Victoria Str Stoubridge",""
"1870",2011,"","Ward B3 Rhh",NA,""
"1871",2011,"","Windmill End Dudley",NA,""
"1872",2011,"","Windmill Lane Cape Hill","Windmill ln. Cape Hill",""
"1873",2011,"","Wolverhampton str. Dudley","Wolverhampton Str Dudley",""
"1874",2011,"","Wolverhampton str. Dudley","Wolverhampton Str Dudley",""
"1875",2011,"","Wolverhampton str. Dudley","Wolverhampton Str Dudley",""
"1876",2011,"","Worcester str. Stourbridge","Worcester Str Stourbridge",""
"1877",2011,"","W Ton str. Dudley","W Ton Str Dudley",""
"1878",2011,"","W Ton str. Dudley","W Ton Str Dudley",""
"1879",2011,"Solihull","A E Soliohull Hospital",NA,""
"1880",2011,"","Airport",NA,""
"1881",2011,"","Ash Crescent Chelmsley Wood",NA,""
"1882",2011,"","Assembly Rooms",NA,""
"1883",2011,"","Auckland Drive",NA,""
"1884",2011,"","Auckland Drive",NA,""
"1885",2011,"","Auckland Drive",NA,""
"1886",2011,"","Auckland Drive",NA,""
"1887",2011,"","Auckland Drive C Wood",NA,""
"1888",2011,"","Auckland Drive Chelmsley Wood Solihull",NA,""
"1889",2011,"","Bham Airport",NA,""
"1890",2011,"","Bham Int Train Station",NA,""
"1891",2011,"","Bham International Train Station",NA,""
"1892",2011,"","Birmingham Airport",NA,""
"1893",2011,"","Blair Grove Chelmsley Wood Birmingham",NA,""
"1894",2011,"","Brackleys Way Solihull",NA,""
"1895",2011,"","Brickhill Dr",NA,""
"1896",2011,"","Broad str. Os Gatecrasher","Broad Str Os Gatecrasher",""
"1897",2011,"","By str. Alphedge Church Solihull","By Str Alphedge Church Solihull",""
"1898",2011,"","Carpark Marston Green Tavern",NA,""
"1899",2011,"","Chelmsley str. Chelmsley Wood","Chelmsley Str Chelmsley Wood",""
"1900",2011,"","Chelmsley str. Chelmsley Wood","Chelmsley Str Chelmsley Wood",""
"1901",2011,"","Church Close",NA,""
"1902",2011,"","Clock Public House Clock Lane","Clock Public House Clock ln.",""
"1903",2011,"","Colebrook rd.","Colebrook str.",""
"1904",2011,"","Colebrook rd.","Colebrook str.",""
"1905",2011,"","Copt Heath Drive Knowle",NA,""
"1906",2011,"","Danford Lane","Danford ln.",""
"1907",2011,"","Dunton Hall rd. Shirley","Dunton Hall str. Shirley",""
"1908",2011,"","Foleshill rd. Coventry","Foleshill str. Coventry",""
"1909",2011,"","Forth Drive",NA,""
"1910",2011,"","Fox Hollies rd.","Fox Hollies str.",""
"1911",2011,"","Foyer Of Etap Hotel Bhx",NA,""
"1912",2011,"","Grandys Drive Chelmsley Wood",NA,""
"1913",2011,"","Green Lane","Green ln.",""
"1914",2011,"","Greenwood Shopping Centre",NA,""
"1915",2011,"","Greswold Hotel",NA,""
"1916",2011,"","Halifax rd.","Halifax str.",""
"1917",2011,"","Helmswood Drive",NA,""
"1918",2011,"","Helmswood Drive",NA,""
"1919",2011,"","Helmswood Drive",NA,""
"1920",2011,"","High str.","High Str",""
"1921",2011,"","High str.","High Str",""
"1922",2011,"","High str. Solihull","High Str Solihull",""
"1923",2011,"","High str. Solihull","High Str Solihull",""
"1924",2011,"","High str. Solihull","High Str Solihull",""
"1925",2011,"","High str. Town Centre Solihull","High Str Town Centre Solihull",""
"1926",2011,"","High str.","High Str",""
"1927",2011,"","High str.","High Str",""
"1928",2011,"","High str.","High Str",""
"1929",2011,"","High str.","High Str",""
"1930",2011,"","High str.","High Str",""
"1931",2011,"","High str.","High Str",""
"1932",2011,"","High str.","High Str",""
"1933",2011,"","High str. Solihull","High Str Solihull",""
"1934",2011,"","High str. Solihull","High Str Solihull",""
"1935",2011,"","High str. Solihull","High Str Solihull",""
"1936",2011,"","High str. Solihull","High Str Solihull",""
"1937",2011,"","High str. Solihull","High Str Solihull",""
"1938",2011,"","High str. Solihull","High Str Solihull",""
"1939",2011,"","High str. Solihull","High Str Solihull",""
"1940",2011,"","High str. Solihull Town Centre","High Str Solihull Town Centre",""
"1941",2011,"","High str. Solihull West Mids","High Str Solihull West Mids",""
"1942",2011,"","Highfield Roa Washwood Heath Birmingham",NA,""
"1943",2011,"","Hillfield Park Solihull",NA,""
"1944",2011,"","Hobsmoat rd. Solihull","Hobsmoat str. Solihull",""
"1945",2011,"","Hoggarts Hotel Dorridge",NA,""
"1946",2011,"","Kingfisher Drive Smithswood",NA,""
"1947",2011,"","Kitts Green str. Kitts Green Bham","Kitts Green Str Kitts Green Bham",""
"1948",2011,"","Kitts Green rd.","Kitts Green str.",""
"1949",2011,"","Laburnam ave.",NA,""
"1950",2011,"","Lg Arena",NA,""
"1951",2011,"","Lg Arena Nec Complex",NA,""
"1952",2011,"","Lg Arena Nec",NA,""
"1953",2011,"","Lg Arena Nec Complex",NA,""
"1954",2011,"","Lode Lane","Lode ln.",""
"1955",2011,"","Lode Lane","Lode ln.",""
"1956",2011,"","Lodge rd.","Lodge str.",""
"1957",2011,"","Manor Walk Solihull",NA,""
"1958",2011,"","Marlene Croft",NA,""
"1959",2011,"","Mcdonalds",NA,""
"1960",2011,"","Mill Lane","Mill ln.",""
"1961",2011,"","Mill Lane Solihull","Mill ln. Solihull",""
"1962",2011,"","Moordane ave.",NA,""
"1963",2011,"","Moorend ave. Opposite Wiilow ave. Solihull",NA,""
"1964",2011,"","O S Avaon Croft House Wincester Drive",NA,""
"1965",2011,"","O S Departure Terminal Birmingham International Airport Solihull",NA,""
"1966",2011,"","O S Grrenwood P H Helmswood Drive Chelmsley Wood Solihull",NA,""
"1967",2011,"","O S Loft Nightclub High str. Solihull","O S Loft Nightclub High Str Solihull",""
"1968",2011,"","O S Mill Labe Entrance To Touchwood Shopping Centre",NA,""
"1969",2011,"","O S Red Lion Earlswood",NA,""
"1970",2011,"","O S Rosies High str. Solihull","O S Rosies High Str Solihull",""
"1971",2011,"","O Sthe Loft Solihull",NA,""
"1972",2011,"","O S Coach House P H Herbert rd. Solihull West Midlands","O S Coach House P H Herbert str. Solihull West Midlands",""
"1973",2011,"","O Neills Poplar str. Solihull","O Neills Poplar Str Solihull",""
"1974",2011,"","Os Assembly Rooms Poplar rd.","Os Assembly Rooms Poplar str.",""
"1975",2011,"","Os Lg Arena Nec Complex",NA,""
"1976",2011,"","Os Lg Arena Nec Complex",NA,""
"1977",2011,"","Outside The Clock Ph Clock Lane","Outside The Clock Ph Clock ln.",""
"1978",2011,"","Outside White Swan Station rd. Solihull","Outside White Swan Station str. Solihull",""
"1979",2011,"","Park In Bell Lane","Park In Bell ln.",""
"1980",2011,"","Parkdale rd. Sheldon","Parkdale str. Sheldon",""
"1981",2011,"","Poplar str. Solihull","Poplar Str Solihull",""
"1982",2011,"","Poplar rd.","Poplar str.",""
"1983",2011,"","Poplar rd.","Poplar str.",""
"1984",2011,"","Poplar rd.","Poplar str.",""
"1985",2011,"","Poplar rd.","Poplar str.",""
"1986",2011,"","Poplar rd.","Poplar str.",""
"1987",2011,"","Poplar rd.","Poplar str.",""
"1988",2011,"","Poplar rd.","Poplar str.",""
"1989",2011,"","Poplar rd.","Poplar str.",""
"1990",2011,"","Poplar rd.","Poplar str.",""
"1991",2011,"","Poplar rd.","Poplar str.",""
"1992",2011,"","Poplar rd.","Poplar str.",""
"1993",2011,"","Poplar rd.","Poplar str.",""
"1994",2011,"","Poplar rd.","Poplar str.",""
"1995",2011,"","Poplar rd.","Poplar str.",""
"1996",2011,"","Poplar rd. Solihull West Midlands","Poplar str. Solihull West Midlands",""
"1997",2011,"","Poplar rd. Solihull","Poplar str. Solihull",""
"1998",2011,"","Poplar rd. Solihull","Poplar str. Solihull",""
"1999",2011,"","Poplar rd. Solihull","Poplar str. Solihull",""
"2000",2011,"","Poplar rd. Solihull","Poplar str. Solihull",""
"2001",2011,"","Poplar rd. Solihull","Poplar str. Solihull",""
"2002",2011,"","Poplar rd. Solihull","Poplar str. Solihull",""
"2003",2011,"","Poplar rd. Solihull","Poplar str. Solihull",""
"2004",2011,"","Poplar rd. Solihull","Poplar str. Solihull",""
"2005",2011,"","Poplar rd. Solihull","Poplar str. Solihull",""
"2006",2011,"","Poplar Way Solihull",NA,""
"2007",2011,"","Poplar Way Solihull",NA,""
"2008",2011,"","Rolls Wood Drive Solihull West Midlands",NA,""
"2009",2011,"","Scolfield rd. Kingshurst","Scolfield str. Kingshurst",""
"2010",2011,"","Solihull Station rd.","Solihull Station str.",""
"2011",2011,"","Solihull A E",NA,""
"2012",2011,"","Solihull High str.","Solihull High Str",""
"2013",2011,"","Solihull Hospital",NA,""
"2014",2011,"","Solihull Hospital",NA,""
"2015",2011,"","Solihull Moors Football Club Damson Parkway Solihull",NA,""
"2016",2011,"","Solihull Town Centre",NA,""
"2017",2011,"","Solihull Town Centre",NA,""
"2018",2011,"","Solihull Town Centre Solihull West Midlands",NA,""
"2019",2011,"","Solihull Town Centre Lode Lane","Solihull Town Centre Lode ln.",""
"2020",2011,"","Solihull Town Centre Outside Kings Chip Shop",NA,""
"2021",2011,"","Solihull Poplar rd.","Solihull Poplar str.",""
"2022",2011,"","Stanley ave.",NA,""
"2023",2011,"","Station str.","Station Str",""
"2024",2011,"","Station str. At Herbert str. Junction","Station Str At Herbert Str Junction",""
"2025",2011,"","Station str. With Juction Of Herbert str. Solihull","Station Str With Juction Of Herbert Str Solihull",""
"2026",2011,"","Station rd.","Station str.",""
"2027",2011,"","Station rd.","Station str.",""
"2028",2011,"","Station rd. Solihull","Station str. Solihull",""
"2029",2011,"","Station rd. Solihull","Station str. Solihull",""
"2030",2011,"","Station rd. Solihull","Station str. Solihull",""
"2031",2011,"","Station rd. Solihull","Station str. Solihull",""
"2032",2011,"","Station rd. Solihull","Station str. Solihull",""
"2033",2011,"","Station rd. Solihull","Station str. Solihull",""
"2034",2011,"","Station rd. High str. Solihull","Station str. High Str Solihull",""
"2035",2011,"","The Crescent",NA,""
"2036",2011,"","The Village Hotel Shirley",NA,""
"2037",2011,"","Usk Way Smithswood Solihull",NA,""
"2038",2011,"","Warwick str. Solihull","Warwick Str Solihull",""
"2039",2011,"","Warwick str. Solihull","Warwick Str Solihull",""
"2040",2011,"","Warwick str. Solihull","Warwick Str Solihull",""
"2041",2011,"","Warwick rd.","Warwick str.",""
"2042",2011,"","Warwick rd.","Warwick str.",""
"2043",2011,"","Warwick rd.","Warwick str.",""
"2044",2011,"","Warwick Roadf Solihull",NA,""
"2045",2011,"","Wolaston Close",NA,""
"2046",2011,"Sandwell","Abbey rd.","Abbey str.",""
"2047",2011,"","Albright rd. Oldbury","Albright str. Oldbury",""
"2048",2011,"","Aleander Way",NA,""
"2049",2011,"","Alexandra rd. Halesowen","Alexandra str. Halesowen",""
"2050",2011,"","Angels Nightclub West Bromwich",NA,""
"2051",2011,"","Angels Ph West Bromwich",NA,""
"2052",2011,"","Anita ave. Tividale",NA,""
"2053",2011,"","Astel Park Retail Center",NA,""
"2054",2011,"","Aston str. Tipton","Aston Str Tipton",""
"2055",2011,"","Atlas Grove",NA,""
"2056",2011,"","Bank str. West Bromwich","Bank Str West Bromwich",""
"2057",2011,"","Barker str.","Barker Str",""
"2058",2011,"","Bearwood High str.","Bearwood High Str",""
"2059",2011,"","Bearwood str.","Bearwood Str",""
"2060",2011,"","Bearwood rd.","Bearwood str.",""
"2061",2011,"","Bearwood rd. Bearwood","Bearwood str. Bearwood",""
"2062",2011,"","Bearwood rd. Smethwick","Bearwood str. Smethwick",""
"2063",2011,"","Bearwood rd. Smethwick","Bearwood str. Smethwick",""
"2064",2011,"","Bearwood rd. Smwthwick","Bearwood str. Smwthwick",""
"2065",2011,"","Beawood rd.","Beawood str.",""
"2066",2011,"","Beech Crescent",NA,""
"2067",2011,"","Beeches rd. West Bromwich","Beeches str. West Bromwich",""
"2068",2011,"","Bella Pizza",NA,""
"2069",2011,"","Beresford str. Oldbury","Beresford Str Oldbury",""
"2070",2011,"","Beresford str. Oldbury","Beresford Str Oldbury",""
"2071",2011,"","Beresford str. Oldbury","Beresford Str Oldbury",""
"2072",2011,"","Billard Hall West Bromwich",NA,""
"2073",2011,"","Birchfield Lane","Birchfield ln.",""
"2074",2011,"","Birmingham rd. Oldbury","Birmingham str. Oldbury",""
"2075",2011,"","Birmingham rd. Oldbury","Birmingham str. Oldbury",""
"2076",2011,"","Birmingham rd. Oldbury","Birmingham str. Oldbury",""
"2077",2011,"","Birmingham str. Oldbury West Midlands","Birmingham Str Oldbury West Midlands",""
"2078",2011,"","Birminham rd. Oldbury","Birminham str. Oldbury",""
"2079",2011,"","Brandhall Close",NA,""
"2080",2011,"","Brasshouse Lane","Brasshouse ln.",""
"2081",2011,"","Broad str.","Broad Str",""
"2082",2011,"","Burnttree",NA,""
"2083",2011,"","Cape Hill Smethwick",NA,""
